,ios_file_size,ios_all_ratings,ios_current_ratings,android_total_ratings,android_avg_rating,android_file_size,android_rating_4,android_rating_5,android_rating_2,android_rating_3,android_rating_1
"2016,10,23,04,10,00",251,227388,3344,"6,817,652",4.0,android_file_size not found,"832,562","4,240,003","277,785","514,386","952,916"
"2016,08,20,05,10,00",106,204972,11899,"5,016,120",4.1,61,"623,163","3,125,714","213,401","392,595","661,247"
"2016,07,28,23,30,00",110,120118,19458,"1,765,915",3.9,58,"236,278","1,015,803","92,876","161,958","259,000"
"2016,10,10,10,30,00",258,224077,3963,"6,633,742",4.1,76,"809,975","4,133,277","269,923","500,366","920,201"
"2016,08,17,09,50,00",106,202991,9609,"4,882,800",4.1,61,"608,117","3,041,594","208,421","382,444","642,224"
"2016,08,25,17,40,00",211,208290,843,"5,303,845",4.1,61,"660,151","3,312,222","222,828","412,514","696,130"
"2016,10,25,04,20,00",259,227762,206,"6,843,559",4.0,android_file_size not found,"835,707","4,254,781","279,095","516,461","957,515"
"2016,08,18,09,50,00",106,203727,10459,"4,936,502",4.1,61,"614,228","3,074,988","210,484","386,642","650,160"
"2016,10,19,00,40,00",251,226557,2313,"6,774,399",4.0,77,"827,858","4,214,813","275,796","511,026","944,906"
"2016,09,30,00,40,00",258,222351,1909,"6,492,200",4.1,76,"795,690","4,049,719","263,812","489,752","893,227"
"2016,09,02,01,40,00",211,212130,5458,"5,560,836",4.1,61,"689,627","3,478,782","232,626","431,569","728,232"
"2016,09,25,02,20,00",258,221203,559,"6,354,910",4.1,android_file_size not found,"777,254","3,966,538","258,746","479,704","872,668"
"2016,07,30,01,40,00",110,121189,20607,"1,807,807",3.9,android_file_size not found,"241,573","1,042,957","94,510","165,266","263,501"
"2016,10,28,00,30,00",259,229262,900,"6,923,408",4.0,android_file_size not found,"848,250","4,305,481","281,644","522,719","965,314"
"2016,09,26,14,10,00",258,221531,960,"6,417,813",4.1,76,"786,889","4,006,574","260,689","484,295","879,366"
"2016,10,15,15,10,00",251,225047,295,"6,719,096",4.0,77,"820,736","4,182,760","273,471","506,800","935,329"
"2016,09,21,17,20,00",258,220278,2220,"6,273,454",4.1,77,"767,990","3,915,814","255,744","474,058","859,848"
"2016,08,06,23,00,00",104,182053,41526,"3,325,778",4.0,60,"400,823","2,038,657","152,242","259,991","474,065"
"2016,09,15,16,40,00",260,218000,1681,"6,062,778",4.1,77,"746,100","3,793,877","247,175","460,720","814,906"
"2016,10,31,10,30,00",259,230474,2288,"6,995,261",4.0,android_file_size not found,"855,221","4,347,007","284,679","527,926","980,428"
"2016,08,15,03,40,00",106,200998,7362,"4,731,090",4.1,61,"590,219","2,948,236","202,339","369,822","620,474"
"2016,10,22,22,30,00",251,227355,3302,"6,816,139",4.0,77,"832,416","4,239,138","277,695","514,286","952,604"
"2016,10,06,12,10,00",258,223360,3103,"6,579,525",4.1,76,"804,540","4,100,952","267,704","496,296","910,033"
"2016,08,10,08,10,00",106,192832,6802,"4,133,549",4.1,61,"515,120","2,567,796","179,192","320,502","550,939"
"2016,08,03,15,10,00",104,168995,27223,"2,084,252",3.9,60,"272,910","1,168,112","111,048","183,428","348,754"
"2016,08,20,05,00,00",106,204972,11899,"5,016,120",4.1,61,"623,163","3,125,714","213,401","392,595","661,247"
"2016,07,27,18,30,00",110,118437,17620,"1,718,214",3.9,58,"229,429","988,057","90,477","157,218","253,033"
"2016,09,11,09,50,00",211,215748,9643,"5,834,610",4.1,android_file_size not found,"721,386","3,663,588","241,069","449,750","758,817"
"2016,10,29,04,20,00",259,229615,1305,"6,950,008",4.0,android_file_size not found,"850,990","4,320,874","282,736","524,680","970,728"
"2016,08,18,10,20,00",106,203727,10459,"4,936,502",4.1,61,"614,228","3,074,988","210,484","386,642","650,160"
"2016,09,16,12,20,00",258,218296,ios_current_ratings not found,"6,093,711",4.1,77,"748,820","3,810,245","248,366","462,342","823,938"
"2016,08,06,13,50,00",104,180503,39846,"3,197,133",4.0,60,"386,403","1,956,815","146,866","250,656","456,393"
"2016,07,24,02,20,00",110,113230,11969,"1,484,475",3.9,58,"195,668","844,269","80,896","137,131","226,511"
"2016,08,26,14,00,00",211,208290,843,"5,340,418",4.1,61,"664,424","3,335,933","224,214","415,233","700,614"
"2016,09,03,17,40,00",211,212861,6292,"5,613,922",4.1,61,"695,825","3,514,197","234,431","435,353","734,116"
"2016,10,11,19,20,00",258,224252,4152,"6,650,006",4.0,android_file_size not found,"811,849","4,142,612","270,730","501,783","923,032"
"2016,08,27,15,30,00",211,210097,3028,"5,393,645",4.1,61,"670,437","3,370,816","226,078","419,096","707,218"
"2016,10,25,14,30,00",259,227825,306,"6,849,156",4.0,android_file_size not found,"836,533","4,257,978","279,379","517,003","958,263"
"2016,10,13,20,30,00",251,224625,350,"6,691,313",4.0,77,"817,287","4,166,403","272,387","504,775","930,461"
"2016,10,07,09,40,00",258,223479,3256,"6,591,136",4.1,76,"805,757","4,107,833","268,163","497,189","912,194"
"2016,07,29,14,00,00",110,120522,19896,"1,792,274",3.9,58,"239,452","1,033,231","93,895","163,899","261,797"
"2016,09,12,16,10,00",211,216231,10211,"5,892,279",4.1,android_file_size not found,"728,280","3,702,723","242,345","452,878","766,053"
"2016,10,18,13,40,00",251,226345,2052,"6,769,829",4.0,77,"827,263","4,212,108","275,585","510,674","944,199"
"2016,08,24,16,00,00",106,208290,843,"5,252,558",4.1,61,"653,494","3,279,184","220,997","408,939","689,944"
"2016,09,25,01,10,00",258,221203,559,"6,354,910",4.1,android_file_size not found,"777,254","3,966,538","258,746","479,704","872,668"
"2016,10,15,22,10,00",251,225280,598,"6,727,665",4.0,77,"821,871","4,188,298","273,672","507,355","936,469"
"2016,10,20,11,00,00",251,226821,2667,"6,788,810",4.0,77,"829,528","4,222,662","276,526","512,258","947,836"
"2016,09,06,16,10,00",211,214273,7901,"5,692,270",4.1,61,"704,823","3,566,718","237,180","440,969","742,580"
"2016,09,04,06,50,00",211,213115,6582,"5,629,078",4.1,61,"697,460","3,524,299","234,928","436,505","735,886"
"2016,10,12,18,10,00",251,224338,ios_current_ratings not found,"6,662,903",4.0,77,"813,476","4,150,207","271,336","502,732","925,152"
"2016,08,08,09,00,00",104,185978,45763,"3,566,267",4.0,60,"429,809","2,188,560","162,512","279,104","506,282"
"2016,08,03,22,30,00",104,169862,28168,"2,358,539",3.9,60,"295,366","1,384,862","116,936","195,866","365,509"
"2016,09,18,01,50,00",258,219178,954,"6,175,573",4.1,77,"757,671","3,859,007","251,535","467,462","839,898"
"2016,09,06,06,00,00",211,214098,7701,"5,683,410",4.1,61,"703,730","3,560,834","236,851","440,353","741,642"
"2016,09,07,11,00,00",211,214544,8211,"5,710,479",4.1,61,"707,050","3,578,870","237,818","442,315","744,426"
"2016,08,04,05,20,00",104,171364,29829,"2,411,104",3.9,60,"301,703","1,421,548","118,562","199,336","369,955"
"2016,08,30,17,20,00",211,211338,4533,"5,499,766",4.1,61,"682,484","3,439,642","230,236","426,782","720,622"
"2016,08,03,15,00,00",104,168277,26408,"2,084,252",3.9,60,"272,910","1,168,112","111,048","183,428","348,754"
"2016,09,15,13,20,00",260,217950,1616,"6,054,196",4.1,77,"745,367","3,789,461","246,866","460,253","812,249"
"2016,08,11,04,50,00",106,195879,1147,"4,306,650",4.1,61,"538,917","2,678,680","185,535","334,840","568,678"
"2016,10,24,15,20,00",259,227594,ios_current_ratings not found,"6,834,749",4.0,android_file_size not found,"834,459","4,249,888","278,567","515,697","956,138"
"2016,08,26,05,40,00",211,208290,843,"5,325,577",4.1,61,"662,692","3,326,511","223,617","414,124","698,633"
"2016,10,28,20,00,00",259,229501,1178,"6,943,242",4.0,android_file_size not found,"850,295","4,316,981","282,451","524,135","969,380"
"2016,09,22,21,30,00",258,220550,2527,"6,293,046",4.1,77,"770,037","3,927,396","256,495","475,522","863,596"
"2016,09,20,09,40,00",258,219968,1865,"6,245,069",4.1,77,"765,118","3,899,211","254,479","472,155","854,106"
"2016,09,08,23,00,00",211,215023,8771,"5,747,354",4.1,61,"711,419","3,603,877","239,042","444,843","748,173"
"2016,10,03,19,20,00",258,223078,2710,"6,552,557",4.1,76,"801,624","4,085,830","266,442","494,088","904,573"
"2016,08,17,15,50,00",106,203215,9862,"4,893,737",4.1,61,"609,392","3,048,523","208,852","383,316","643,654"
"2016,09,27,03,40,00",258,221805,1252,"6,438,079",4.1,76,"789,525","4,018,673","261,514","485,741","882,626"
"2016,10,25,08,40,00",259,227825,306,"6,845,500",4.0,android_file_size not found,"835,997","4,255,797","279,232","516,686","957,788"
"2016,08,16,00,40,00",106,201936,8409,"4,802,260",4.1,61,"598,618","2,992,284","205,261","375,680","630,417"
"2016,09,18,05,10,00",258,219246,1032,"6,181,363",4.1,77,"758,279","3,862,390","251,757","467,867","841,070"
"2016,07,30,19,20,00",104,122089,ios_current_ratings not found,"1,839,321",3.9,60,"246,069","1,063,056","95,647","167,821","266,728"
"2016,09,29,09,10,00",258,222233,1761,"6,481,846",4.1,76,"794,623","4,043,745","263,367","488,939","891,172"
"2016,10,17,11,00,00",251,225929,1534,"6,749,527",4.0,77,"824,196","4,200,732","274,697","508,929","940,973"
"2016,10,19,19,30,00",251,226730,2536,"6,783,298",4.0,77,"828,895","4,219,752","276,252","511,727","946,672"
"2016,07,30,00,50,00",110,121189,20607,"1,804,362",3.9,android_file_size not found,"241,110","1,040,778","94,361","164,977","263,136"
"2016,08,13,15,50,00",106,199430,5511,"4,589,207",4.1,61,"573,520","2,858,461","196,764","358,388","602,074"
"2016,08,06,09,20,00",104,180092,39414,"3,143,473",4.0,60,"380,390","1,922,270","144,668","246,674","449,471"
"2016,09,12,00,40,00",211,216081,10026,"5,863,483",4.1,android_file_size not found,"724,906","3,682,849","241,698","451,359","762,671"
"2016,07,29,20,30,00",110,120971,20376,"1,799,443",3.9,58,"240,408","1,037,770","94,159","164,519","262,587"
"2016,10,04,14,50,00",258,223127,2805,"6,560,169",4.1,76,"802,488","4,089,852","266,817","494,768","906,244"
"2016,10,10,22,00,00",258,224141,4048,"6,637,612",4.0,76,"810,353","4,135,326","270,141","500,751","921,041"
"2016,08,13,14,30,00",106,199147,5176,"4,589,207",4.1,61,"573,520","2,858,461","196,764","358,388","602,074"
"2016,07,26,00,10,00",110,116413,15410,"1,628,427",3.9,58,"216,592","934,783","86,373","148,675","242,004"
"2016,10,08,20,10,00",258,223780,3625,"6,612,297",4.1,76,"807,788","4,120,643","268,977","498,756","916,133"
"2016,08,26,20,20,00",211,208290,843,"5,355,811",4.1,61,"666,165","3,346,167","224,733","416,268","702,478"
"2016,10,25,01,30,00",259,227762,206,"6,841,894",4.0,android_file_size not found,"835,430","4,253,955","278,969","516,250","957,290"
"2016,09,03,14,20,00",211,212704,6120,"5,607,362",4.1,61,"695,105","3,509,682","234,237","434,895","733,443"
"2016,08,21,13,50,00",106,205883,12919,"5,079,804",4.1,61,"630,493","3,166,586","215,801","397,231","669,693"
"2016,10,28,13,00,00",259,229333,985,"6,933,881",4.0,android_file_size not found,"849,415","4,311,314","282,094","523,519","967,539"
"2016,08,25,04,20,00",106,208290,843,"5,279,586",4.1,61,"657,082","3,296,956","221,870","410,747","692,931"
"2016,09,22,01,40,00",258,220425,2380,"6,279,326",4.1,77,"768,626","3,919,184","255,998","474,497","861,021"
"2016,10,15,18,40,00",251,225191,479,"6,723,199",4.0,77,"821,229","4,185,356","273,598","507,073","935,943"
"2016,10,13,13,50,00",251,224528,207,"6,682,560",4.0,77,"816,174","4,161,556","272,024","504,210","928,596"
"2016,09,24,03,10,00",258,220799,ios_current_ratings not found,"6,320,585",4.1,76,"773,127","3,943,906","257,610","477,401","868,541"
"2016,09,28,00,10,00",258,222012,1498,"6,461,031",4.1,76,"792,302","4,031,880","262,442","487,324","887,083"
"2016,07,29,05,10,00",110,120352,19710,"1,769,184",3.9,58,"236,747","1,017,772","93,022","162,255","259,388"
"2016,08,08,02,40,00",104,185527,45275,"3,517,364",4.0,60,"423,651","2,158,514","160,336","275,032","499,831"
"2016,08,07,10,20,00",104,183447,43032,"3,384,071",4.0,60,"407,826","2,074,881","154,750","264,744","481,870"
"2016,09,03,22,10,00",211,213008,6459,"5,619,702",4.1,61,"696,447","3,518,156","234,614","435,769","734,716"
"2016,10,31,23,50,00",259,230601,2436,"7,005,220",4.0,android_file_size not found,"856,213","4,352,574","285,115","528,687","982,631"
"2016,07,26,07,20,00",110,116671,15692,"1,641,541",3.9,58,"218,527","942,617","86,959","149,867","243,571"
"2016,10,03,09,20,00",258,223015,2667,"6,547,824",4.1,76,"801,145","4,083,063","266,225","493,735","903,656"
"2016,07,29,15,40,00",110,120699,20093,"1,792,274",3.9,58,"239,452","1,033,231","93,895","163,899","261,797"
"2016,09,01,00,10,00",211,211800,5085,"5,535,273",4.1,61,"686,690","3,462,313","231,682","429,553","725,035"
"2016,09,19,19,00,00",258,219800,1664,"6,234,250",4.1,77,"763,895","3,893,325","253,921","471,329","851,780"
"2016,09,07,10,50,00",211,214544,8211,"5,710,479",4.1,61,"707,050","3,578,870","237,818","442,315","744,426"
"2016,09,20,21,00,00",258,220099,2013,"6,257,734",4.1,77,"766,284","3,906,702","255,026","472,950","856,772"
"2016,09,03,13,00,00",211,212704,6120,"5,607,362",4.1,61,"695,105","3,509,682","234,237","434,895","733,443"
"2016,09,16,01,40,00",260,218183,1899,"6,077,448",4.1,77,"747,290","3,801,647","247,751","461,438","819,322"
"2016,08,14,03,40,00",106,200132,6330,"4,641,478",4.1,61,"579,672","2,891,839","198,741","362,624","608,602"
"2016,08,06,08,50,00",104,180092,39414,"3,143,473",4.0,60,"380,390","1,922,270","144,668","246,674","449,471"
"2016,10,02,23,40,00",258,222986,2635,"6,543,196",4.1,76,"800,656","4,080,401","265,977","493,381","902,781"
"2016,10,18,05,40,00",251,226257,1939,"6,764,070",4.0,77,"826,416","4,208,772","275,370","510,198","943,314"
"2016,09,01,14,00,00",211,211903,5198,"5,547,279",4.1,61,"688,103","3,469,887","232,172","430,510","726,607"
"2016,08,30,22,50,00",211,211411,4626,"5,505,136",4.1,61,"683,068","3,443,158","230,498","427,186","721,226"
"2016,10,03,18,00,00",258,223050,2710,"6,552,557",4.1,76,"801,624","4,085,830","266,442","494,088","904,573"
"2016,07,24,14,20,00",110,113752,12531,"1,537,958",3.9,58,"203,436","879,123","82,695","141,018","231,686"
"2016,09,12,05,20,00",211,216142,10098,"5,869,369",4.1,android_file_size not found,"725,676","3,686,641","241,875","451,702","763,475"
"2016,08,13,03,50,00",106,198786,4727,"4,533,631",4.1,61,"567,187","2,823,211","194,490","353,776","594,967"
"2016,10,26,02,30,00",259,228082,658,"6,858,976",4.0,android_file_size not found,"837,928","4,264,214","279,773","517,726","959,335"
"2016,07,23,17,30,00",110,112504,11183,"1,470,898",3.9,58,"193,563","836,130","80,338","135,795","225,072"
"2016,09,07,12,30,00",211,214544,8211,"5,710,479",4.1,61,"707,050","3,578,870","237,818","442,315","744,426"
"2016,07,26,06,00,00",110,116671,15692,"1,641,541",3.9,58,"218,527","942,617","86,959","149,867","243,571"
"2016,08,31,14,10,00",211,211619,4861,"5,522,334",4.1,61,"685,152","3,453,954","231,191","428,603","723,434"
"2016,08,03,13,30,00",104,168277,26408,"2,075,271",3.9,60,"271,723","1,163,411","110,562","182,730","346,845"
"2016,10,11,20,50,00",258,224252,4191,"6,650,006",4.0,android_file_size not found,"811,849","4,142,612","270,730","501,783","923,032"
"2016,09,30,06,50,00",258,222351,1909,"6,493,774",4.1,76,"795,867","4,050,571","263,895","489,883","893,558"
"2016,09,13,10,40,00",211,216520,10557,"5,930,203",4.1,android_file_size not found,"733,213","3,726,533","243,369","455,015","772,073"
"2016,09,21,03,20,00",258,220174,2098,"6,263,043",4.1,77,"766,877","3,909,719","255,296","473,337","857,814"
"2016,10,19,22,10,00",251,226730,2536,"6,784,994",4.0,77,"829,072","4,220,742","276,313","511,904","946,963"
"2016,09,19,00,40,00",258,219551,1375,"6,213,695",4.1,77,"761,610","3,881,574","253,009","469,830","847,672"
"2016,10,25,18,50,00",259,227942,453,"6,855,390",4.0,android_file_size not found,"837,382","4,261,812","279,645","517,498","959,053"
"2016,08,04,16,00,00",104,172491,31057,"2,600,160",4.0,60,"321,479","1,551,645","125,562","211,578","389,896"
"2016,09,28,04,40,00",258,222012,1498,"6,463,143",4.1,76,"792,584","4,033,119","262,510","487,478","887,452"
"2016,09,17,18,50,00",258,218966,720,"6,168,028",4.1,77,"756,945","3,854,528","251,219","466,999","838,337"
"2016,08,22,03,20,00",106,206404,13496,"5,107,733",4.1,61,"633,908","3,184,610","216,777","399,240","673,198"
"2016,08,28,02,40,00",211,210334,3303,"5,408,700",4.1,61,"671,981","3,380,933","226,613","420,123","709,050"
"2016,09,23,03,00,00",258,220596,2585,"6,295,631",4.1,android_file_size not found,"770,312","3,928,940","256,600","475,687","864,092"
"2016,10,27,20,20,00",259,229026,627,"6,918,822",4.0,android_file_size not found,"847,774","4,302,895","281,425","522,351","964,377"
"2016,08,13,12,40,00",106,199147,5176,"4,589,207",4.1,61,"573,520","2,858,461","196,764","358,388","602,074"
"2016,07,28,07,50,00",110,119147,18388,"1,734,126",3.9,58,"231,764","997,328","91,307","158,852","254,875"
"2016,10,03,02,50,00",258,222986,2635,"6,544,826",4.1,76,"800,815","4,081,321","266,063","493,520","903,107"
"2016,08,18,08,20,00",106,203727,10459,"4,927,486",4.1,61,"613,222","3,069,547","210,109","385,902","648,706"
"2016,08,01,03,40,00",104,145942,ios_current_ratings not found,"1,963,573",3.9,60,"260,563","1,119,876","101,895","174,092","307,147"
"2016,08,21,23,50,00",106,206404,13496,"5,103,328",4.1,61,"633,348","3,181,853","216,634","398,872","672,621"
"2016,10,05,20,00,00",258,223301,3025,"6,572,837",4.1,76,"803,877","4,097,177","267,398","495,746","908,639"
"2016,07,31,12,10,00",104,127471,5752,"1,898,038",4.0,60,"255,639","1,099,030","97,566","171,163","274,640"
"2016,09,05,15,40,00",211,213868,7447,"5,667,845",4.1,61,"701,795","3,550,368","236,329","439,246","740,107"
"2016,10,19,08,40,00",251,226615,2383,"6,776,874",4.0,77,"828,161","4,216,096","275,923","511,266","945,428"
"2016,09,13,19,30,00",260,216813,233,"5,953,226",4.1,77,"735,704","3,739,756","243,640","455,807","778,319"
"2016,08,10,11,20,00",106,193285,7358,"4,133,549",4.1,61,"515,120","2,567,796","179,192","320,502","550,939"
"2016,09,19,23,20,00",258,219928,1815,"6,238,442",4.1,77,"764,355","3,895,788","254,100","471,652","852,547"
"2016,08,27,19,00,00",211,210222,3175,"5,393,645",4.1,61,"670,437","3,370,816","226,078","419,096","707,218"
"2016,08,26,12,20,00",211,208290,843,"5,340,418",4.1,61,"664,424","3,335,933","224,214","415,233","700,614"
"2016,09,24,05,20,00",258,220870,144,"6,325,377",4.1,76,"773,762","3,947,107","257,738","477,753","869,017"
"2016,07,27,01,00,00",110,117700,16817,"1,682,934",3.9,58,"224,476","967,823","88,626","153,662","248,347"
"2016,10,17,15,50,00",251,226011,1656,"6,751,465",4.0,77,"824,361","4,201,770","274,817","509,078","941,439"
"2016,10,20,10,10,00",251,226821,2667,"6,788,810",4.0,77,"829,528","4,222,662","276,526","512,258","947,836"
"2016,09,21,05,20,00",258,220174,2098,"6,263,043",4.1,77,"766,877","3,909,719","255,296","473,337","857,814"
